Date,Close
2024-01-01,102.48
2024-01-02,103.43
2024-01-03,105.31
2024-01-04,102.36
2024-01-05,102.88
2024-01-08,100.09
2024-01-09,104.88
2024-01-10,109.1
2024-01-11,114.08
2024-01-12,110.19
2024-01-15,112.03
2024-01-16,113.88
2024-01-17,113.31
2024-01-18,113.1
2024-01-19,116.05
2024-01-22,117.87
2024-01-23,117.62
2024-01-24,117.04
2024-01-25,117.36
2024-01-26,117.29
2024-01-29,118.23
2024-01-30,120.4
2024-01-31,119.09
2024-02-01,117.38
2024-02-02,112.64
2024-02-05,111.8
2024-02-06,116.15
2024-02-07,121.56
2024-02-08,121.6
2024-02-09,123.49
2024-02-12,122.93
2024-02-13,120.47
2024-02-14,118.97
2024-02-15,118.43
2024-02-16,118.61
2024-02-19,120.07
2024-02-20,123.49
2024-02-21,122.79
2024-02-22,121.78
2024-02-23,122.22
2024-02-26,123.55
2024-02-27,124.15
2024-02-28,125.2
2024-02-29,123.88
2024-03-01,126.8
2024-03-04,129.08
2024-03-05,134.24
2024-03-06,133.82
2024-03-07,134.86
2024-03-08,136.22
2024-03-11,135.34
2024-03-12,136.08
2024-03-13,138.97
2024-03-14,141.16
2024-03-15,142.52
2024-03-18,138.45
2024-03-19,135.64
2024-03-20,132.76
2024-03-21,133.95
2024-03-22,135.11
2024-03-25,136.4
2024-03-26,139.48
2024-03-27,140.21
2024-03-28,135.94
2024-03-29,136.72
2024-04-01,139.84
2024-04-02,137.28
2024-04-03,142.37
2024-04-04,139.88
2024-04-05,139.35
2024-04-08,138.47
2024-04-09,140.29
2024-04-10,140.22
2024-04-11,142.01
2024-04-12,145.73
2024-04-15,148.9
2024-04-16,144.09
2024-04-17,144.91
2024-04-18,147.71
2024-04-19,143.64
2024-04-22,144.25
2024-04-23,142.6
2024-04-24,145.93
2024-04-25,147.45
2024-04-26,145.53
2024-04-29,146.34
2024-04-30,149.43
2024-05-01,150.91
2024-05-02,149.27
2024-05-03,148.49
2024-05-06,147.28
2024-05-07,144.06
2024-05-08,145.17
2024-05-09,147.22
2024-05-10,146.76
2024-05-13,147.79
2024-05-14,144.41
2024-05-15,144.35
2024-05-16,143.83
2024-05-17,140.25
2024-05-20,140.42
2024-05-21,146.06
2024-05-22,144.23
2024-05-23,143.44
2024-05-24,150.14
2024-05-27,153.79
2024-05-28,157.2
2024-05-29,156.63
2024-05-30,153.4
2024-05-31,155.64
2024-06-03,156.22
2024-06-04,154.32
2024-06-05,159.0
2024-06-06,161.25
2024-06-07,163.89
2024-06-10,167.8
2024-06-11,168.51
2024-06-12,170.27
2024-06-13,163.88
2024-06-14,168.73
2024-06-17,170.13
2024-06-18,175.82
2024-06-19,175.73
2024-06-20,176.03
2024-06-21,172.51
2024-06-24,168.42
2024-06-25,173.04
2024-06-26,178.41
2024-06-27,180.5
2024-06-28,179.02
2024-07-01,181.71
2024-07-02,180.23
2024-07-03,174.62
2024-07-04,175.78
2024-07-05,173.47
2024-07-08,176.56
2024-07-09,184.17
2024-07-10,185.3
2024-07-11,183.53
2024-07-12,182.42
2024-07-15,180.25
2024-07-16,178.9
2024-07-17,182.25
2024-07-18,188.42
2024-07-19,182.52
2024-07-22,176.06
2024-07-23,179.72
2024-07-24,178.87
2024-07-25,174.4
2024-07-26,173.26
2024-07-29,180.55
2024-07-30,176.69
2024-07-31,180.63
2024-08-01,184.88
2024-08-02,182.71
2024-08-05,184.69
2024-08-06,180.42
2024-08-07,183.41
2024-08-08,185.37
2024-08-09,187.44
2024-08-12,181.77
2024-08-13,180.65
2024-08-14,178.48
2024-08-15,182.93
2024-08-16,187.45
2024-08-19,183.37
2024-08-20,179.91
2024-08-21,171.58
2024-08-22,172.72
2024-08-23,165.22
2024-08-26,164.95
2024-08-27,165.02
2024-08-28,163.08
2024-08-29,158.39
2024-08-30,157.02
2024-09-02,157.11
2024-09-03,152.09
2024-09-04,154.2
2024-09-05,154.23
2024-09-06,151.39
2024-09-09,152.64
2024-09-10,148.38
2024-09-11,144.66
2024-09-12,146.49
2024-09-13,146.82
2024-09-16,143.71
2024-09-17,145.72
2024-09-18,147.65
2024-09-19,149.62
2024-09-20,152.64
2024-09-23,149.0
2024-09-24,147.23
2024-09-25,145.91
2024-09-26,145.58
2024-09-27,146.73
2024-09-30,141.13
2024-10-01,141.08
2024-10-02,146.29
2024-10-03,145.23
2024-10-04,145.75
2024-10-07,144.25
2024-10-08,147.88
2024-10-09,143.94
2024-10-10,143.53
2024-10-11,144.07
2024-10-14,148.47
2024-10-15,144.34
